database_slug,source_person_id,source_person_unique_id,date_of_birth,trait_key,source_trait_id,source_trait_name,source_bit_index,source_value,mapping_confidence,source_bitmask_hex,source_record_offset,source_person_record_offset,source_person_record_end_offset,mapping_version
fm2005_vanilla_original,72912,707843,1975-03-28,tries_to_play_way_out_of_trouble,33,Tries To Play Way Out Of Trouble,32,1,1.0,000100020000,41569134,41569045,41569343,fm2005-ppm-v1
fm2005_vanilla_original,72831,706791,1975-03-28,tries_tricks,36,Tries Tricks,35,1,1.0,000800000000,25129206,25129117,25129418,fm2005-ppm-v1
fm2005_vanilla_original,136919,4201722,1975-04-01,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000200008040,41599762,41599673,41599974,fm2005-ppm-v1
fm2005_vanilla_original,136919,4201722,1975-04-01,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000200008040,41599762,41599673,41599974,fm2005-ppm-v1
fm2005_vanilla_original,136919,4201722,1975-04-01,stays_back_at_all_times,34,Stays Back At All Times,33,1,1.0,000200008040,41599762,41599673,41599974,fm2005-ppm-v1
fm2005_vanilla_original,13025,133063,1975-04-02,shoots_with_power,10,Shoots With Power,9,1,1.0,200000010200,14022607,14022518,14022843,fm2005-ppm-v1
fm2005_vanilla_original,13025,133063,1975-04-02,winds_up_opponents,17,Winds Up Opponents,16,1,1.0,200000010200,14022607,14022518,14022843,fm2005-ppm-v1
fm2005_vanilla_original,13025,133063,1975-04-02,hits_free_kicks_with_power,46,Hits Free Kicks With Power,45,1,1.0,200000010200,14022607,14022518,14022843,fm2005-ppm-v1
fm2005_vanilla_original,216260,7861346,1975-04-02,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,022000000000,24657115,24657026,24657311,fm2005-ppm-v1
fm2005_vanilla_original,216260,7861346,1975-04-02,gets_crowd_going,42,Gets Crowd Going,41,1,1.0,022000000000,24657115,24657026,24657311,fm2005-ppm-v1
fm2005_vanilla_original,136909,4201537,1975-04-02,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000200008000,41644799,41644710,41645003,fm2005-ppm-v1
fm2005_vanilla_original,136909,4201537,1975-04-02,stays_back_at_all_times,34,Stays Back At All Times,33,1,1.0,000200008000,41644799,41644710,41645003,fm2005-ppm-v1
fm2005_vanilla_original,200699,7500577,1975-04-03,dwells_on_ball,31,Dwells On Ball,30,1,1.0,002040000000,12477387,12477298,12477583,fm2005-ppm-v1
fm2005_vanilla_original,200699,7500577,1975-04-03,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,002040000000,12477387,12477298,12477583,fm2005-ppm-v1
fm2005_vanilla_original,86576,815695,1975-04-05,plays_with_back_to_goal,19,Plays With Back To Goal,18,1,1.0,000000040000,41862175,41862086,41862379,fm2005-ppm-v1
fm2005_vanilla_original,366,847,1975-04-07,arrives_late_in_opposition_area,32,Arrives Late In Opposition Area,31,1,1.0,000080000000,41790154,41790065,41790350,fm2005-ppm-v1
fm2005_vanilla_original,533,1144,1975-04-08,argues_with_officials,18,Argues With Officials,17,1,1.0,020800820000,24954862,24954773,24955082,fm2005-ppm-v1
fm2005_vanilla_original,533,1144,1975-04-08,attempts_overhead_kicks,24,Attempts Overhead Kicks,23,1,1.0,020800820000,24954862,24954773,24955082,fm2005-ppm-v1
fm2005_vanilla_original,533,1144,1975-04-08,tries_tricks,36,Tries Tricks,35,1,1.0,020800820000,24954862,24954773,24955082,fm2005-ppm-v1
fm2005_vanilla_original,533,1144,1975-04-08,gets_crowd_going,42,Gets Crowd Going,41,1,1.0,020800820000,24954862,24954773,24955082,fm2005-ppm-v1
fm2005_vanilla_original,121862,2004152,1975-04-09,likes_to_lob_keeper,22,Likes To Lob Keeper,21,1,1.0,000000200000,16029492,16029403,16029736,fm2005-ppm-v1
fm2005_vanilla_original,71660,705391,1975-04-10,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,002000000000,25406496,25406407,25406683,fm2005-ppm-v1
fm2005_vanilla_original,68938,684279,1975-04-12,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000000000040,451259,451170,451446,fm2005-ppm-v1
fm2005_vanilla_original,121661,2003941,1975-04-12,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,002000000000,16161658,16161569,16161870,fm2005-ppm-v1
fm2005_vanilla_original,121718,2004001,1975-04-13,moves_into_channels,5,Moves Into Channels,4,1,1.0,000010000010,16139734,16139645,16139921,fm2005-ppm-v1
fm2005_vanilla_original,121718,2004001,1975-04-13,moves_ball_to_right_foot_before_dribble_attempt,29,Moves Ball To Right Foot Before Dribble Attempt,28,1,1.0,000010000010,16139734,16139645,16139921,fm2005-ppm-v1
fm2005_vanilla_original,8293,115031,1975-04-16,gets_into_opposition_area,4,Gets Into Opposition Area,3,1,1.0,000010040008,59307240,59307151,59307436,fm2005-ppm-v1
fm2005_vanilla_original,8293,115031,1975-04-16,plays_with_back_to_goal,19,Plays With Back To Goal,18,1,1.0,000010040008,59307240,59307151,59307436,fm2005-ppm-v1
fm2005_vanilla_original,8293,115031,1975-04-16,moves_ball_to_right_foot_before_dribble_attempt,29,Moves Ball To Right Foot Before Dribble Attempt,28,1,1.0,000010040008,59307240,59307151,59307436,fm2005-ppm-v1
fm2005_vanilla_original,194417,7004666,1975-04-17,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,02A000110201,54676753,54676664,54676949,fm2005-ppm-v1
fm2005_vanilla_original,194417,7004666,1975-04-17,shoots_with_power,10,Shoots With Power,9,1,1.0,02A000110201,54676753,54676664,54676949,fm2005-ppm-v1
fm2005_vanilla_original,194417,7004666,1975-04-17,winds_up_opponents,17,Winds Up Opponents,16,1,1.0,02A000110201,54676753,54676664,54676949,fm2005-ppm-v1
fm2005_vanilla_original,194417,7004666,1975-04-17,plays_one_twos,21,Plays One-Twos,20,1,1.0,02A000110201,54676753,54676664,54676949,fm2005-ppm-v1
fm2005_vanilla_original,194417,7004666,1975-04-17,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,02A000110201,54676753,54676664,54676949,fm2005-ppm-v1
fm2005_vanilla_original,194417,7004666,1975-04-17,cuts_inside,40,Cuts Inside,39,1,1.0,02A000110201,54676753,54676664,54676949,fm2005-ppm-v1
fm2005_vanilla_original,194417,7004666,1975-04-17,gets_crowd_going,42,Gets Crowd Going,41,1,1.0,02A000110201,54676753,54676664,54676949,fm2005-ppm-v1
fm2005_vanilla_original,75764,727176,1975-04-19,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,010400100801,34885492,34885403,34885688,fm2005-ppm-v1
fm2005_vanilla_original,75764,727176,1975-04-19,curls_ball,12,Curls Ball,11,1,1.0,010400100801,34885492,34885403,34885688,fm2005-ppm-v1
fm2005_vanilla_original,75764,727176,1975-04-19,plays_one_twos,21,Plays One-Twos,20,1,1.0,010400100801,34885492,34885403,34885688,fm2005-ppm-v1
fm2005_vanilla_original,75764,727176,1975-04-19,avoids_using_weaker_foot,35,Avoids Using Weaker Foot,34,1,1.0,010400100801,34885492,34885403,34885688,fm2005-ppm-v1
fm2005_vanilla_original,75764,727176,1975-04-19,hugs_line,41,Hugs Line,40,1,1.0,010400100801,34885492,34885403,34885688,fm2005-ppm-v1
fm2005_vanilla_original,5697,15192,1975-04-19,plays_with_back_to_goal,19,Plays With Back To Goal,18,1,1.0,0040000C0000,34821091,34821002,34821295,fm2005-ppm-v1
fm2005_vanilla_original,5697,15192,1975-04-19,comes_deep_to_get_ball,20,Comes Deep To Get Ball,19,1,1.0,0040000C0000,34821091,34821002,34821295,fm2005-ppm-v1
fm2005_vanilla_original,5697,15192,1975-04-19,does_not_dive_into_tackles,39,Does Not Dive Into Tackles,38,1,1.0,0040000C0000,34821091,34821002,34821295,fm2005-ppm-v1
fm2005_vanilla_original,137323,4206790,1975-04-19,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,008020000001,41618097,41618008,41618293,fm2005-ppm-v1
fm2005_vanilla_original,137323,4206790,1975-04-19,moves_ball_to_left_foot_before_dribble_attempt,30,Moves Ball To Left Foot Before Dribble Attempt,29,1,1.0,008020000001,41618097,41618008,41618293,fm2005-ppm-v1
fm2005_vanilla_original,137323,4206790,1975-04-19,cuts_inside,40,Cuts Inside,39,1,1.0,008020000001,41618097,41618008,41618293,fm2005-ppm-v1
fm2005_vanilla_original,3805,10440,1975-04-19,runs_with_ball_down_right,2,Runs With Ball Down Right,1,1,1.0,000000000002,20277702,20277613,20277906,fm2005-ppm-v1
fm2005_vanilla_original,11618,130693,1975-04-19,plays_no_through_balls,26,Plays No Through Balls,25,1,1.0,000002000000,37067322,37067233,37067542,fm2005-ppm-v1
fm2005_vanilla_original,5569,15011,1975-04-20,arrives_late_in_opposition_area,32,Arrives Late In Opposition Area,31,1,1.0,000080000000,14693661,14693572,14693881,fm2005-ppm-v1
fm2005_vanilla_original,8560,115955,1975-04-21,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,000420100081,2947907,2947818,2948135,fm2005-ppm-v1
fm2005_vanilla_original,8560,115955,1975-04-21,tries_killer_balls_often,8,Tries Killer Balls Often,7,1,1.0,000420100081,2947907,2947818,2948135,fm2005-ppm-v1
fm2005_vanilla_original,8560,115955,1975-04-21,plays_one_twos,21,Plays One-Twos,20,1,1.0,000420100081,2947907,2947818,2948135,fm2005-ppm-v1
fm2005_vanilla_original,8560,115955,1975-04-21,moves_ball_to_left_foot_before_dribble_attempt,30,Moves Ball To Left Foot Before Dribble Attempt,29,1,1.0,000420100081,2947907,2947818,2948135,fm2005-ppm-v1
fm2005_vanilla_original,8560,115955,1975-04-21,avoids_using_weaker_foot,35,Avoids Using Weaker Foot,34,1,1.0,000420100081,2947907,2947818,2948135,fm2005-ppm-v1
fm2005_vanilla_original,4259,11676,1975-04-22,stops_play,27,Stops Play,26,1,1.0,000C04000000,10390878,10390789,10391082,fm2005-ppm-v1
fm2005_vanilla_original,4259,11676,1975-04-22,avoids_using_weaker_foot,35,Avoids Using Weaker Foot,34,1,1.0,000C04000000,10390878,10390789,10391082,fm2005-ppm-v1
fm2005_vanilla_original,4259,11676,1975-04-22,tries_tricks,36,Tries Tricks,35,1,1.0,000C04000000,10390878,10390789,10391082,fm2005-ppm-v1
fm2005_vanilla_original,138212,4210846,1975-04-22,tries_killer_balls_often,8,Tries Killer Balls Often,7,1,1.0,000001000080,42036856,42036767,42037043,fm2005-ppm-v1
fm2005_vanilla_original,138212,4210846,1975-04-22,looks_for_pass_rather_than_attempting_to_score,25,Looks For Pass Rather Than Attempting To Score,24,1,1.0,000001000080,42036856,42036767,42037043,fm2005-ppm-v1
fm2005_vanilla_original,71839,705606,1975-04-26,tries_killer_balls_often,8,Tries Killer Balls Often,7,1,1.0,000800000080,25366182,25366093,25366369,fm2005-ppm-v1
fm2005_vanilla_original,71839,705606,1975-04-26,tries_tricks,36,Tries Tricks,35,1,1.0,000800000080,25366182,25366093,25366369,fm2005-ppm-v1
fm2005_vanilla_original,215996,7860720,1975-04-28,runs_with_ball_down_right,2,Runs With Ball Down Right,1,1,1.0,000000000002,24637819,24637730,24638023,fm2005-ppm-v1
fm2005_vanilla_original,16171,139607,1975-04-29,tries_killer_balls_often,8,Tries Killer Balls Often,7,1,1.0,000000000080,11743052,11742963,11743264,fm2005-ppm-v1
fm2005_vanilla_original,48023,475745,1975-05-01,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000000000040,37702752,37702663,37702980,fm2005-ppm-v1
fm2005_vanilla_original,121201,2003443,1975-05-02,tries_killer_balls_often,8,Tries Killer Balls Often,7,1,1.0,889400000880,15983702,15983613,15983999,fm2005-ppm-v1
fm2005_vanilla_original,121201,2003443,1975-05-02,curls_ball,12,Curls Ball,11,1,1.0,889400000880,15983702,15983613,15983999,fm2005-ppm-v1
fm2005_vanilla_original,121201,2003443,1975-05-02,avoids_using_weaker_foot,35,Avoids Using Weaker Foot,34,1,1.0,889400000880,15983702,15983613,15983999,fm2005-ppm-v1
fm2005_vanilla_original,121201,2003443,1975-05-02,tries_long_range_freekicks,37,Tries Long Range Freekicks,36,1,1.0,889400000880,15983702,15983613,15983999,fm2005-ppm-v1
fm2005_vanilla_original,121201,2003443,1975-05-02,cuts_inside,40,Cuts Inside,39,1,1.0,889400000880,15983702,15983613,15983999,fm2005-ppm-v1
fm2005_vanilla_original,121201,2003443,1975-05-02,tries_long_range_passes,44,Tries Long Range Passes,43,1,1.0,889400000880,15983702,15983613,15983999,fm2005-ppm-v1
fm2005_vanilla_original,121201,2003443,1975-05-02,likes_to_switch_ball_to_other_flank,48,Likes To Switch Ball To Other Flank,47,1,1.0,889400000880,15983702,15983613,15983999,fm2005-ppm-v1
fm2005_vanilla_original,137645,4209682,1975-05-04,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000000400040,41804448,41804359,41804635,fm2005-ppm-v1
fm2005_vanilla_original,137645,4209682,1975-05-04,dictates_tempo,23,Dictates Tempo,22,1,1.0,000000400040,41804448,41804359,41804635,fm2005-ppm-v1
fm2005_vanilla_original,180339,5741202,1975-05-08,shoots_long,9,Shoots Long,8,1,1.0,241000000300,48582780,48582691,48582984,fm2005-ppm-v1
fm2005_vanilla_original,180339,5741202,1975-05-08,shoots_with_power,10,Shoots With Power,9,1,1.0,241000000300,48582780,48582691,48582984,fm2005-ppm-v1
fm2005_vanilla_original,180339,5741202,1975-05-08,tries_long_range_freekicks,37,Tries Long Range Freekicks,36,1,1.0,241000000300,48582780,48582691,48582984,fm2005-ppm-v1
fm2005_vanilla_original,180339,5741202,1975-05-08,tries_first_time_shots,43,Tries First Time Shots,42,1,1.0,241000000300,48582780,48582691,48582984,fm2005-ppm-v1
fm2005_vanilla_original,180339,5741202,1975-05-08,hits_free_kicks_with_power,46,Hits Free Kicks With Power,45,1,1.0,241000000300,48582780,48582691,48582984,fm2005-ppm-v1
fm2005_vanilla_original,72093,705928,1975-05-08,likes_to_switch_ball_to_other_flank,48,Likes To Switch Ball To Other Flank,47,1,1.0,800000000000,25033876,25033787,25034080,fm2005-ppm-v1
fm2005_vanilla_original,125865,2019016,1975-05-10,arrives_late_in_opposition_area,32,Arrives Late In Opposition Area,31,1,1.0,000080000000,48043759,48043670,48043987,fm2005-ppm-v1
fm2005_vanilla_original,124412,2014588,1975-05-11,argues_with_officials,18,Argues With Officials,17,1,1.0,000000020000,37055266,37055177,37055478,fm2005-ppm-v1
fm2005_vanilla_original,17104,140989,1975-05-16,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,002000500101,6396732,6396643,6396960,fm2005-ppm-v1
fm2005_vanilla_original,17104,140989,1975-05-16,shoots_long,9,Shoots Long,8,1,1.0,002000500101,6396732,6396643,6396960,fm2005-ppm-v1
fm2005_vanilla_original,17104,140989,1975-05-16,plays_one_twos,21,Plays One-Twos,20,1,1.0,002000500101,6396732,6396643,6396960,fm2005-ppm-v1
fm2005_vanilla_original,17104,140989,1975-05-16,dictates_tempo,23,Dictates Tempo,22,1,1.0,002000500101,6396732,6396643,6396960,fm2005-ppm-v1
fm2005_vanilla_original,17104,140989,1975-05-16,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,002000500101,6396732,6396643,6396960,fm2005-ppm-v1
fm2005_vanilla_original,130683,3503117,1975-05-16,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000000008000,20245039,20244950,20245235,fm2005-ppm-v1
fm2005_vanilla_original,8849,116575,1975-05-17,cuts_inside,40,Cuts Inside,39,1,1.0,008000000000,24614611,24614522,24614731,fm2005-ppm-v1
fm2005_vanilla_original,77113,734786,1975-05-18,runs_with_ball_through_centre,3,Runs With Ball Through Centre,2,1,1.0,10A000000004,34914946,34914857,34915142,fm2005-ppm-v1
fm2005_vanilla_original,77113,734786,1975-05-18,dives_into_tackles,38,Dives Into Tackles,37,1,1.0,10A000000004,34914946,34914857,34915142,fm2005-ppm-v1
fm2005_vanilla_original,77113,734786,1975-05-18,cuts_inside,40,Cuts Inside,39,1,1.0,10A000000004,34914946,34914857,34915142,fm2005-ppm-v1
fm2005_vanilla_original,77113,734786,1975-05-18,likes_ball_played_into_feet,45,Likes Ball Played Into Feet,44,1,1.0,10A000000004,34914946,34914857,34915142,fm2005-ppm-v1
fm2005_vanilla_original,168068,5640496,1975-05-19,likes_ball_played_into_feet,45,Likes Ball Played Into Feet,44,1,1.0,100000000000,14057063,14056974,14057250,fm2005-ppm-v1
fm2005_vanilla_original,2406,7001,1975-05-19,runs_with_ball_down_right,2,Runs With Ball Down Right,1,1,1.0,000000000002,20377625,20377536,20377829,fm2005-ppm-v1
fm2005_vanilla_original,194605,7005062,1975-05-21,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,000000100801,55168959,55168870,55169146,fm2005-ppm-v1
fm2005_vanilla_original,194605,7005062,1975-05-21,curls_ball,12,Curls Ball,11,1,1.0,000000100801,55168959,55168870,55169146,fm2005-ppm-v1
fm2005_vanilla_original,194605,7005062,1975-05-21,plays_one_twos,21,Plays One-Twos,20,1,1.0,000000100801,55168959,55168870,55169146,fm2005-ppm-v1
fm2005_vanilla_original,3598,9920,1975-05-21,shoots_long,9,Shoots Long,8,1,1.0,001000000100,20113094,20113005,20113338,fm2005-ppm-v1
fm2005_vanilla_original,3598,9920,1975-05-21,tries_long_range_freekicks,37,Tries Long Range Freekicks,36,1,1.0,001000000100,20113094,20113005,20113338,fm2005-ppm-v1
fm2005_vanilla_original,12042,131929,1975-05-21,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,000000000001,3019774,3019685,3019970,fm2005-ppm-v1
fm2005_vanilla_original,117,185,1975-05-23,stays_back_at_all_times,34,Stays Back At All Times,33,1,1.0,000200000000,14758623,14758534,14758827,fm2005-ppm-v1
fm2005_vanilla_original,4736,12779,1975-05-25,gets_into_opposition_area,4,Gets Into Opposition Area,3,1,1.0,040010000008,41579692,41579603,41579925,fm2005-ppm-v1
fm2005_vanilla_original,4736,12779,1975-05-25,moves_ball_to_right_foot_before_dribble_attempt,29,Moves Ball To Right Foot Before Dribble Attempt,28,1,1.0,040010000008,41579692,41579603,41579925,fm2005-ppm-v1
fm2005_vanilla_original,4736,12779,1975-05-25,tries_first_time_shots,43,Tries First Time Shots,42,1,1.0,040010000008,41579692,41579603,41579925,fm2005-ppm-v1
fm2005_vanilla_original,191219,6700244,1975-05-26,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000000008000,41918068,41917979,41918255,fm2005-ppm-v1
fm2005_vanilla_original,981,2420,1975-05-31,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,004000008000,25065242,25065153,25065446,fm2005-ppm-v1
fm2005_vanilla_original,981,2420,1975-05-31,does_not_dive_into_tackles,39,Does Not Dive Into Tackles,38,1,1.0,004000008000,25065242,25065153,25065446,fm2005-ppm-v1
fm2005_vanilla_original,18452,143117,1975-05-31,plays_with_back_to_goal,19,Plays With Back To Goal,18,1,1.0,000000040000,13815422,13815333,13815642,fm2005-ppm-v1
fm2005_vanilla_original,5482,14858,1975-05-31,likes_to_beat_man_repeatedly,47,Likes To Beat Man Repeatedly,46,1,1.0,400000000000,25006908,25006819,25007144,fm2005-ppm-v1
fm2005_vanilla_original,86928,822552,1975-05-31,tries_killer_balls_often,8,Tries Killer Balls Often,7,1,1.0,000000000080,41587796,41587707,41588005,fm2005-ppm-v1
fm2005_vanilla_original,5723,15228,1975-06-01,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000000008000,34770213,34770124,34770400,fm2005-ppm-v1
fm2005_vanilla_original,91893,835079,1975-06-04,likes_to_switch_ball_to_other_flank,48,Likes To Switch Ball To Other Flank,47,1,1.0,800000000000,26356075,26355986,26356262,fm2005-ppm-v1
fm2005_vanilla_original,8598,116014,1975-06-05,likes_to_try_to_beat_offside_trap,14,Likes To Try To Beat Offside Trap,13,1,1.0,000000042000,2949953,2949864,2950157,fm2005-ppm-v1
fm2005_vanilla_original,8598,116014,1975-06-05,plays_with_back_to_goal,19,Plays With Back To Goal,18,1,1.0,000000042000,2949953,2949864,2950157,fm2005-ppm-v1
fm2005_vanilla_original,13530,133769,1975-06-05,shoots_long,9,Shoots Long,8,1,1.0,000000800100,3910328,3910239,3910515,fm2005-ppm-v1
fm2005_vanilla_original,13530,133769,1975-06-05,attempts_overhead_kicks,24,Attempts Overhead Kicks,23,1,1.0,000000800100,3910328,3910239,3910515,fm2005-ppm-v1
fm2005_vanilla_original,157561,5340708,1975-06-14,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,000000000001,37472,37383,37668,fm2005-ppm-v1
fm2005_vanilla_original,71662,705393,1975-06-16,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000000008000,25305553,25305464,25305740,fm2005-ppm-v1
fm2005_vanilla_original,7747,108454,1975-06-17,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,1000005020C0,41564270,41564181,41564462,fm2005-ppm-v1
fm2005_vanilla_original,7747,108454,1975-06-17,tries_killer_balls_often,8,Tries Killer Balls Often,7,1,1.0,1000005020C0,41564270,41564181,41564462,fm2005-ppm-v1
fm2005_vanilla_original,7747,108454,1975-06-17,likes_to_try_to_beat_offside_trap,14,Likes To Try To Beat Offside Trap,13,1,1.0,1000005020C0,41564270,41564181,41564462,fm2005-ppm-v1
fm2005_vanilla_original,7747,108454,1975-06-17,plays_one_twos,21,Plays One-Twos,20,1,1.0,1000005020C0,41564270,41564181,41564462,fm2005-ppm-v1
fm2005_vanilla_original,7747,108454,1975-06-17,dictates_tempo,23,Dictates Tempo,22,1,1.0,1000005020C0,41564270,41564181,41564462,fm2005-ppm-v1
fm2005_vanilla_original,7747,108454,1975-06-17,likes_ball_played_into_feet,45,Likes Ball Played Into Feet,44,1,1.0,1000005020C0,41564270,41564181,41564462,fm2005-ppm-v1
fm2005_vanilla_original,16067,139082,1975-06-18,moves_into_channels,5,Moves Into Channels,4,1,1.0,000000020010,23902266,23902177,23902453,fm2005-ppm-v1
fm2005_vanilla_original,16067,139082,1975-06-18,argues_with_officials,18,Argues With Officials,17,1,1.0,000000020010,23902266,23902177,23902453,fm2005-ppm-v1
fm2005_vanilla_original,123395,2005794,1975-06-18,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,000000000001,16190380,16190291,16190576,fm2005-ppm-v1
fm2005_vanilla_original,49520,478732,1975-06-18,runs_with_ball_down_right,2,Runs With Ball Down Right,1,1,1.0,000000000002,37818419,37818330,37818615,fm2005-ppm-v1
fm2005_vanilla_original,4292,11714,1975-06-19,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,018408000001,41597303,41597214,41597523,fm2005-ppm-v1
fm2005_vanilla_original,4292,11714,1975-06-19,knocks_ball_past_opponent,28,Knocks Ball Past Opponent,27,1,1.0,018408000001,41597303,41597214,41597523,fm2005-ppm-v1
fm2005_vanilla_original,4292,11714,1975-06-19,avoids_using_weaker_foot,35,Avoids Using Weaker Foot,34,1,1.0,018408000001,41597303,41597214,41597523,fm2005-ppm-v1
fm2005_vanilla_original,4292,11714,1975-06-19,cuts_inside,40,Cuts Inside,39,1,1.0,018408000001,41597303,41597214,41597523,fm2005-ppm-v1
fm2005_vanilla_original,4292,11714,1975-06-19,hugs_line,41,Hugs Line,40,1,1.0,018408000001,41597303,41597214,41597523,fm2005-ppm-v1
fm2005_vanilla_original,5261,14455,1975-06-19,marks_opponent_tightly,16,Marks Opponent Tightly,15,1,1.0,000000408000,798139,798050,798335,fm2005-ppm-v1
fm2005_vanilla_original,5261,14455,1975-06-19,dictates_tempo,23,Dictates Tempo,22,1,1.0,000000408000,798139,798050,798335,fm2005-ppm-v1
fm2005_vanilla_original,8599,116017,1975-06-20,places_shots,11,Places Shots,10,1,1.0,000004480400,2942686,2942597,2942890,fm2005-ppm-v1
fm2005_vanilla_original,8599,116017,1975-06-20,comes_deep_to_get_ball,20,Comes Deep To Get Ball,19,1,1.0,000004480400,2942686,2942597,2942890,fm2005-ppm-v1
fm2005_vanilla_original,8599,116017,1975-06-20,dictates_tempo,23,Dictates Tempo,22,1,1.0,000004480400,2942686,2942597,2942890,fm2005-ppm-v1
fm2005_vanilla_original,8599,116017,1975-06-20,stops_play,27,Stops Play,26,1,1.0,000004480400,2942686,2942597,2942890,fm2005-ppm-v1
fm2005_vanilla_original,105294,945648,1975-06-22,argues_with_officials,18,Argues With Officials,17,1,1.0,000000020000,15700346,15700257,15700550,fm2005-ppm-v1
fm2005_vanilla_original,122981,2005351,1975-06-22,tries_to_play_way_out_of_trouble,33,Tries To Play Way Out Of Trouble,32,1,1.0,000100000000,16154600,16154511,16154787,fm2005-ppm-v1
fm2005_vanilla_original,5259,14453,1975-06-25,winds_up_opponents,17,Winds Up Opponents,16,1,1.0,004000010000,25307857,25307768,25308053,fm2005-ppm-v1
fm2005_vanilla_original,5259,14453,1975-06-25,does_not_dive_into_tackles,39,Does Not Dive Into Tackles,38,1,1.0,004000010000,25307857,25307768,25308053,fm2005-ppm-v1
fm2005_vanilla_original,35129,402030,1975-06-25,runs_with_ball_down_left,1,Runs With Ball Down Left,0,1,1.0,000000000001,926475,926386,926687,fm2005-ppm-v1
fm2005_vanilla_original,24106,304145,1975-07-03,gets_into_opposition_area,4,Gets Into Opposition Area,3,1,1.0,000000000008,54441546,54441457,54441800,fm2005-ppm-v1
fm2005_vanilla_original,61185,550240,1975-07-04,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000000100040,16240682,16240593,16240918,fm2005-ppm-v1
fm2005_vanilla_original,61185,550240,1975-07-04,plays_one_twos,21,Plays One-Twos,20,1,1.0,000000100040,16240682,16240593,16240918,fm2005-ppm-v1
fm2005_vanilla_original,4058,11117,1975-07-05,plays_with_back_to_goal,19,Plays With Back To Goal,18,1,1.0,000000040000,52913722,52913633,52913934,fm2005-ppm-v1
fm2005_vanilla_original,178696,5720358,1975-07-06,tries_killer_balls_often,8,Tries Killer Balls Often,7,1,1.0,000000000080,2777045,2776956,2777232,fm2005-ppm-v1
fm2005_vanilla_original,136283,4100624,1975-07-07,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000000000040,34816521,34816432,34816708,fm2005-ppm-v1
fm2005_vanilla_original,358,838,1975-07-09,plays_short_simple_passes,7,Plays Short Simple Passes,6,1,1.0,000004400040,41651922,41651833,41652126,fm2005-ppm-v1
fm2005_vanilla_original,358,838,1975-07-09,dictates_tempo,23,Dictates Tempo,22,1,1.0,000004400040,41651922,41651833,41652126,fm2005-ppm-v1
fm2005_vanilla_original,358,838,1975-07-09,stops_play,27,Stops Play,26,1,1.0,000004400040,41651922,41651833,41652126,fm2005-ppm-v1
fm2005_vanilla_original,160339,5400025,1975-07-09,gets_into_opposition_area,4,Gets Into Opposition Area,3,1,1.0,000000000028,36479996,36479907,36480200,fm2005-ppm-v1
fm2005_vanilla_original,160339,5400025,1975-07-09,gets_forward_whenever_possible,6,Gets Forward Whenever Possible,5,1,1.0,000000000028,36479996,36479907,36480200,fm2005-ppm-v1
fm2005_vanilla_original,5381,14674,1975-07-11,runs_with_ball_through_centre,3,Runs With Ball Through Centre,2,1,1.0,84001400030C,41563964,41563875,41564181,fm2005-ppm-v1
fm2005_vanilla_original,5381,14674,1975-07-11,gets_into_opposition_area,4,Gets Into Opposition Area,3,1,1.0,84001400030C,41563964,41563875,41564181,fm2005-ppm-v1
fm2005_vanilla_original,5381,14674,1975-07-11,shoots_long,9,Shoots Long,8,1,1.0,84001400030C,41563964,41563875,41564181,fm2005-ppm-v1
fm2005_vanilla_original,5381,14674,1975-07-11,shoots_with_power,10,Shoots With Power,9,1,1.0,84001400030C,41563964,41563875,41564181,fm2005-ppm-v1
